Ball's radius: 1m
Start condition z0: 6m
Start condition v0: 2m/s

Time:	z(t):	v_z(t):	E(t)	Energy error:
3.89551	2.99287	7.93725	127465	3.49806e-06
3.89648	3.00061	7.92767	127465	3.49808e-06
3.89746	3.00835	7.91809	127465	3.49808e-06
3.89844	3.01608	7.90851	127465	3.49809e-06
3.89941	3.0238	7.89893	127465	3.49809e-06
3.90039	3.03151	7.88935	127465	3.49809e-06
3.90137	3.03921	7.87977	127465	3.49811e-06
3.90234	3.0469	7.87019	127465	3.49811e-06
3.90332	3.05458	7.86061	127465	3.49812e-06
3.9043	3.06225	7.85103	127465	3.49812e-06
3.90527	3.06991	7.84145	127465	3.49812e-06
3.90625	3.07756	7.83187	127465	3.49815e-06
3.90723	3.08521	7.82229	127465	3.49815e-06
3.9082	3.09284	7.81271	127465	3.49815e-06
3.90918	3.10047	7.80313	127465	3.49815e-06
3.91016	3.10808	7.79355	127465	3.49815e-06
3.91113	3.11569	7.78397	127465	3.49816e-06
3.91211	3.12329	7.77439	127465	3.49818e-06
3.91309	3.13087	7.76481	127465	3.49818e-06
3.91406	3.13845	7.75523	127465	3.49818e-06
3.91504	3.14602	7.74565	127465	3.49821e-06
3.91602	3.15358	7.73607	127465	3.49821e-06
3.91699	3.16113	7.72649	127465	3.49821e-06
3.91797	3.16867	7.71691	127465	3.49821e-06
3.91895	3.1762	7.70733	127465	3.49822e-06
3.91992	3.18372	7.69775	127465	3.49822e-06
3.9209	3.19124	7.68817	127465	3.49824e-06
3.92188	3.19874	7.67859	127465	3.49824e-06
3.92285	3.20623	7.66901	127465	3.49825e-06
3.92383	3.21372	7.65943	127465	3.49827e-06
3.9248	3.22119	7.64985	127465	3.49827e-06
3.92578	3.22866	7.64027	127465	3.49827e-06
3.92676	3.23612	7.63069	127465	3.49828e-06
3.92773	3.24356	7.62111	127465	3.49828e-06
3.92871	3.251	7.61153	127465	3.49829e-06
3.92969	3.25843	7.60195	127465	3.49829e-06
3.93066	3.26585	7.59237	127465	3.49829e-06
3.93164	3.27326	7.58279	127465	3.49832e-06
3.93262	3.28066	7.57321	127465	3.49832e-06
3.93359	3.28805	7.56363	127465	3.49831e-06
3.93457	3.29543	7.55405	127465	3.49832e-06
3.93555	3.3028	7.54447	127465	3.49832e-06
3.93652	3.31017	7.53489	127465	3.49832e-06
3.9375	3.31752	7.52531	127465	3.49835e-06
3.93848	3.32486	7.51573	127465	3.49835e-06
3.93945	3.3322	7.50615	127465	3.49835e-06
3.94043	3.33953	7.49657	127465	3.49835e-06
3.94141	3.34684	7.48699	127465	3.49835e-06
3.94238	3.35415	7.47741	127465	3.49838e-06
3.94336	3.36145	7.46783	127465	3.49838e-06
3.94434	3.36873	7.45825	127465	3.49838e-06
3.94531	3.37601	7.44867	127465	3.49838e-06
3.94629	3.38328	7.43909	127465	3.49841e-06
3.94727	3.39054	7.42951	127465	3.49841e-06
3.94824	3.39779	7.41993	127465	3.49841e-06
3.94922	3.40503	7.41035	127465	3.49841e-06
3.9502	3.41227	7.40077	127465	3.49841e-06
3.95117	3.41949	7.39119	127465	3.49844e-06
3.95215	3.4267	7.38161	127465	3.49843e-06
3.95313	3.43391	7.37203	127465	3.49844e-06
3.9541	3.4411	7.36245	127465	3.49844e-06
3.95508	3.44829	7.35287	127465	3.49847e-06
3.95605	3.45546	7.34329	127465	3.49846e-06
3.95703	3.46263	7.33371	127465	3.49847e-06
3.95801	3.46979	7.32413	127465	3.49847e-06
3.95898	3.47693	7.31455	127465	3.49847e-06
3.95996	3.48407	7.30497	127465	3.49847e-06
3.96094	3.4912	7.29539	127465	3.49847e-06
3.96191	3.49832	7.28581	127465	3.49848e-06
3.96289	3.50543	7.27623	127465	3.4985e-06
3.96387	3.51253	7.26665	127465	3.4985e-06
3.96484	3.51962	7.25707	127465	3.4985e-06
3.96582	3.52671	7.24748	127465	3.49851e-06
3.9668	3.53378	7.2379	127465	3.49851e-06
3.96777	3.54084	7.22832	127465	3.49853e-06
3.96875	3.5479	7.21874	127465	3.49853e-06
3.96973	3.55494	7.20916	127465	3.49853e-06
3.9707	3.56198	7.19958	127465	3.49856e-06
3.97168	3.569	7.19	127465	3.49856e-06
3.97266	3.57602	7.18042	127465	3.49856e-06
3.97363	3.58303	7.17084	127465	3.49856e-06
3.97461	3.59003	7.16126	127465	3.49856e-06
3.97559	3.59701	7.15168	127465	3.49856e-06
3.97656	3.60399	7.1421	127465	3.49859e-06
3.97754	3.61096	7.13252	127465	3.49859e-06
3.97852	3.61792	7.12294	127465	3.49859e-06
3.97949	3.62488	7.11336	127465	3.4986e-06
3.98047	3.63182	7.10378	127465	3.49862e-06
3.98145	3.63875	7.0942	127465	3.49862e-06
3.98242	3.64567	7.08462	127465	3.49862e-06
3.9834	3.65259	7.07504	127465	3.49862e-06
3.98438	3.65949	7.06546	127465	3.49863e-06
3.98535	3.66639	7.05588	127465	3.49862e-06
3.98633	3.67327	7.0463	127465	3.49864e-06
3.9873	3.68015	7.03672	127465	3.49864e-06
3.98828	3.68702	7.02714	127465	3.49864e-06
3.98926	3.69387	7.01756	127465	3.49866e-06
3.99023	3.70072	7.00798	127465	3.49866e-06
3.99121	3.70756	6.9984	127465	3.49867e-06
3.99219	3.71439	6.98882	127465	3.49867e-06
3.99316	3.72121	6.97924	127465	3.49867e-06
3.99414	3.72802	6.96966	127465	3.49867e-06
3.99512	3.73482	6.96008	127465	3.4987e-06
3.99609	3.74162	6.9505	127465	3.4987e-06
3.99707	3.7484	6.94092	127465	3.4987e-06
3.99805	3.75517	6.93134	127465	3.4987e-06
3.99902	3.76194	6.92176	127465	3.4987e-06
4	3.76869	6.91218	127465	3.4987e-06
4.00098	3.77544	6.9026	127465	3.4987e-06
4.00195	3.78217	6.89302	127465	3.49873e-06
4.00293	3.7889	6.88344	127465	3.49873e-06
4.00391	3.79562	6.87386	127465	3.49873e-06
4.00488	3.80233	6.86428	127465	3.49876e-06
4.00586	3.80902	6.8547	127465	3.49875e-06
4.00684	3.81571	6.84512	127465	3.49876e-06
4.00781	3.82239	6.83554	127465	3.49876e-06
4.00879	3.82906	6.82596	127465	3.49876e-06
4.00977	3.83573	6.81638	127465	3.49876e-06
4.01074	3.84238	6.8068	127465	3.49879e-06
4.01172	3.84902	6.79722	127465	3.49879e-06
4.0127	3.85565	6.78764	127465	3.49879e-06
4.01367	3.86228	6.77806	127465	3.49879e-06
4.01465	3.86889	6.76848	127465	3.49879e-06
4.01563	3.8755	6.7589	127465	3.49879e-06
4.0166	3.88209	6.74932	127465	3.49879e-06
4.01758	3.88868	6.73974	127465	3.49882e-06
4.01855	3.89526	6.73016	127465	3.49882e-06
4.01953	3.90182	6.72058	127465	3.49882e-06
4.02051	3.90838	6.711	127465	3.49882e-06
4.02148	3.91493	6.70142	127465	3.49885e-06
4.02246	3.92147	6.69184	127465	3.49885e-06
4.02344	3.928	6.68226	127465	3.49885e-06
4.02441	3.93452	6.67268	127465	3.49885e-06
4.02539	3.94103	6.6631	127465	3.49885e-06
4.02637	3.94754	6.65352	127465	3.49885e-06
4.02734	3.95403	6.64394	127465	3.49886e-06
4.02832	3.96051	6.63436	127465	3.49888e-06
4.0293	3.96699	6.62478	127465	3.49888e-06
4.03027	3.97345	6.6152	127465	3.49888e-06
4.03125	3.97991	6.60562	127465	3.49891e-06
4.03223	3.98635	6.59604	127465	3.49889e-06
4.0332	3.99279	6.58646	127465	3.49891e-06
4.03418	3.99922	6.57688	127465	3.49891e-06
4.03516	4.00564	6.5673	127465	3.49891e-06
4.03613	4.01204	6.55772	127465	3.49891e-06
4.03711	4.01844	6.54814	127465	3.49891e-06
4.03809	4.02483	6.53856	127465	3.49891e-06
4.03906	4.03121	6.52898	127465	3.49892e-06
4.04004	4.03759	6.5194	127465	3.49894e-06
4.04102	4.04395	6.50982	127465	3.49894e-06
4.04199	4.0503	6.50024	127465	3.49894e-06
4.04297	4.05664	6.49066	127465	3.49894e-06
4.04395	4.06298	6.48108	127465	3.49894e-06
4.04492	4.0693	6.4715	127465	3.49895e-06
4.0459	4.07562	6.46192	127465	3.49896e-06
4.04688	4.08192	6.45234	127465	3.49896e-06
4.04785	4.08822	6.44276	127465	3.49896e-06
4.04883	4.09451	6.43318	127465	3.49896e-06
4.0498	4.10078	6.4236	127465	3.49899e-06
4.05078	4.10705	6.41402	127465	3.49899e-06
4.05176	4.11331	6.40444	127465	3.49899e-06
4.05273	4.11956	6.39486	127465	3.49899e-06
4.05371	4.1258	6.38528	127465	3.49899e-06
4.05469	4.13203	6.3757	127465	3.49902e-06
4.05566	4.13825	6.36612	127465	3.49901e-06
4.05664	4.14447	6.35654	127465	3.49902e-06
4.05762	4.15067	6.34696	127465	3.49902e-06
4.05859	4.15686	6.33738	127465	3.49902e-06
4.05957	4.16305	6.3278	127465	3.49904e-06
4.06055	4.16922	6.31822	127465	3.49902e-06
4.06152	4.17539	6.30864	127465	3.49904e-06
4.0625	4.18154	6.29906	127465	3.49904e-06
4.06348	4.18769	6.28948	127465	3.49905e-06
4.06445	4.19383	6.2799	127465	3.49905e-06
4.06543	4.19996	6.27032	127465	3.49907e-06
4.06641	4.20607	6.26074	127465	3.49908e-06
4.06738	4.21218	6.25116	127465	3.49905e-06
4.06836	4.21828	6.24158	127465	3.49907e-06
4.06934	4.22437	6.232	127465	3.49908e-06
4.07031	4.23046	6.22242	127465	3.49908e-06
4.07129	4.23653	6.21284	127465	3.49908e-06
4.07227	4.24259	6.20326	127465	3.4991e-06
4.07324	4.24864	6.19368	127465	3.49908e-06
4.07422	4.25469	6.1841	127465	3.49911e-06
4.0752	4.26072	6.17452	127465	3.49911e-06
4.07617	4.26675	6.16494	127465	3.49911e-06
4.07715	4.27276	6.15536	127465	3.49911e-06
4.07813	4.27877	6.14578	127465	3.49911e-06
4.0791	4.28477	6.1362	127465	3.49912e-06
4.08008	4.29075	6.12662	127465	3.49912e-06
4.08105	4.29673	6.11704	127465	3.49914e-06
4.08203	4.3027	6.10746	127465	3.49914e-06
4.08301	4.30866	6.09788	127465	3.49915e-06
4.08398	4.31461	6.0883	127465	3.49917e-06
4.08496	4.32055	6.07872	127465	3.49915e-06
4.08594	4.32648	6.06914	127465	3.49917e-06
4.08691	4.33241	6.05956	127465	3.49917e-06
4.08789	4.33832	6.04998	127465	3.49918e-06
4.08887	4.34422	6.0404	127465	3.49918e-06
4.08984	4.35012	6.03082	127465	3.4992e-06
4.09082	4.356	6.02123	127465	3.4992e-06
4.0918	4.36188	6.01165	127465	3.4992e-06
4.09277	4.36774	6.00207	127465	3.49921e-06
4.09375	4.3736	5.99249	127465	3.4992e-06
4.09473	4.37945	5.98291	127465	3.4992e-06
4.0957	4.38528	5.97333	127465	3.4992e-06
4.09668	4.39111	5.96375	127465	3.49923e-06
4.09766	4.39693	5.95417	127465	3.49923e-06
4.09863	4.40274	5.94459	127465	3.49923e-06
4.09961	4.40854	5.93501	127465	3.49924e-06
4.10059	4.41433	5.92543	127465	3.49923e-06
4.10156	4.42012	5.91585	127465	3.49926e-06
4.10254	4.42589	5.90627	127465	3.49926e-06
4.10352	4.43165	5.89669	127465	3.49926e-06
4.10449	4.43741	5.88711	127465	3.49926e-06
4.10547	4.44315	5.87753	127465	3.49928e-06
4.10645	4.44888	5.86795	127465	3.49927e-06
4.10742	4.45461	5.85837	127465	3.49928e-06
4.1084	4.46033	5.84879	127465	3.49928e-06
4.10938	4.46603	5.83921	127465	3.4993e-06
4.11035	4.47173	5.82963	127465	3.4993e-06
4.11133	4.47742	5.82005	127465	3.4993e-06
4.1123	4.4831	5.81047	127465	3.49931e-06
4.11328	4.48877	5.80089	127465	3.4993e-06
4.11426	4.49443	5.79131	127465	3.49931e-06
4.11523	4.50008	5.78173	127465	3.49931e-06
4.11621	4.50572	5.77215	127465	3.49931e-06
4.11719	4.51135	5.76257	127465	3.49931e-06
4.11816	4.51698	5.75299	127465	3.49933e-06
4.11914	4.52259	5.74341	127465	3.49933e-06
4.12012	4.52819	5.73383	127465	3.49934e-06
4.12109	4.53379	5.72425	127465	3.49934e-06
4.12207	4.53937	5.71467	127465	3.49934e-06
4.12305	4.54495	5.70509	127465	3.49937e-06
4.12402	4.55052	5.69551	127465	3.49937e-06
4.125	4.55607	5.68593	127465	3.49937e-06
4.12598	4.56162	5.67635	127465	3.49937e-06
4.12695	4.56716	5.66677	127465	3.49937e-06
4.12793	4.57269	5.65719	127465	3.49937e-06
4.12891	4.57821	5.64761	127465	3.49937e-06
4.12988	4.58372	5.63803	127465	3.49939e-06
4.13086	4.58922	5.62845	127465	3.49939e-06
4.13184	4.59471	5.61887	127465	3.4994e-06
4.13281	4.6002	5.60929	127465	3.4994e-06
4.13379	4.60567	5.59971	127465	3.4994e-06
4.13477	4.61113	5.59013	127465	3.49942e-06
4.13574	4.61659	5.58055	127465	3.49942e-06
4.13672	4.62203	5.57097	127465	3.49943e-06
4.1377	4.62747	5.56139	127465	3.49943e-06
4.13867	4.63289	5.55181	127465	3.49943e-06
4.13965	4.63831	5.54223	127465	3.49943e-06
4.14063	4.64372	5.53265	127465	3.49943e-06
4.1416	4.64912	5.52307	127465	3.49944e-06
4.14258	4.65451	5.51349	127465	3.49944e-06
4.14355	4.65989	5.50391	127465	3.49944e-06
4.14453	4.66526	5.49433	127465	3.49944e-06
4.14551	4.67062	5.48475	127465	3.49946e-06
4.14648	4.67597	5.47517	127465	3.49946e-06
4.14746	4.68131	5.46559	127465	3.49947e-06
4.14844	4.68664	5.45601	127465	3.49947e-06
4.14941	4.69197	5.44643	127465	3.49947e-06
4.15039	4.69728	5.43685	127465	3.49949e-06
4.15137	4.70259	5.42727	127465	3.49947e-06
4.15234	4.70788	5.41769	127465	3.49949e-06
4.15332	4.71317	5.40811	127465	3.49949e-06
4.1543	4.71844	5.39853	127465	3.49949e-06
4.15527	4.72371	5.38895	127465	3.4995e-06
4.15625	4.72897	5.37937	127465	3.4995e-06
4.15723	4.73422	5.36979	127465	3.49952e-06
4.1582	4.73946	5.36021	127465	3.49952e-06
4.15918	4.74469	5.35063	127465	3.49952e-06
4.16016	4.74991	5.34105	127465	3.49952e-06
4.16113	4.75512	5.33147	127465	3.49953e-06
4.16211	4.76032	5.32189	127465	3.49953e-06
4.16309	4.76551	5.31231	127465	3.49955e-06
4.16406	4.7707	5.30273	127465	3.49955e-06
4.16504	4.77587	5.29315	127465	3.49955e-06
4.16602	4.78103	5.28357	127465	3.49956e-06
4.16699	4.78619	5.27399	127465	3.49956e-06
4.16797	4.79134	5.26441	127465	3.49958e-06
4.16895	4.79647	5.25483	127465	3.49958e-06
4.16992	4.8016	5.24525	127465	3.49958e-06
4.1709	4.80672	5.23567	127465	3.49958e-06
4.17188	4.81182	5.22609	127465	3.49959e-06
4.17285	4.81692	5.21651	127465	3.4996e-06
4.17383	4.82201	5.20693	127465	3.49958e-06
4.1748	4.82709	5.19735	127465	3.49959e-06
4.17578	4.83216	5.18777	127465	3.4996e-06
4.17676	4.83723	5.17819	127465	3.4996e-06
4.17773	4.84228	5.16861	127465	3.4996e-06
4.17871	4.84732	5.15903	127465	3.49962e-06
4.17969	4.85235	5.14945	127465	3.4996e-06
4.18066	4.85738	5.13987	127465	3.49963e-06
4.18164	4.86239	5.13029	127465	3.49963e-06
4.18262	4.8674	5.12071	127465	3.49963e-06
4.18359	4.87239	5.11113	127465	3.49963e-06
4.18457	4.87738	5.10155	127465	3.49963e-06
4.18555	4.88236	5.09197	127465	3.49963e-06
4.18652	4.88733	5.08239	127465	3.49965e-06
4.1875	4.89228	5.07281	127465	3.49965e-06
4.18848	4.89723	5.06323	127465	3.49966e-06
4.18945	4.90217	5.05365	127465	3.49966e-06
4.19043	4.9071	5.04407	127465	3.49968e-06
4.19141	4.91203	5.03449	127465	3.49968e-06
4.19238	4.91694	5.02491	127465	3.49968e-06
4.19336	4.92184	5.01533	127465	3.49968e-06
4.19434	4.92673	5.00575	127465	3.49969e-06
4.19531	4.93162	4.99617	127465	3.49968e-06
4.19629	4.93649	4.98659	127465	3.49971e-06
4.19727	4.94136	4.97701	127465	3.49971e-06
4.19824	4.94621	4.96743	127465	3.49969e-06
4.19922	4.95106	4.95785	127465	3.49969e-06
4.2002	4.9559	4.94827	127465	3.49971e-06
4.20117	4.96072	4.93869	127465	3.49971e-06
4.20215	4.96554	4.92911	127465	3.49971e-06
4.20313	4.97035	4.91953	127465	3.49972e-06
4.2041	4.97515	4.90995	127465	3.49972e-06
4.20508	4.97994	4.90037	127465	3.49974e-06
4.20605	4.98472	4.89079	127465	3.49974e-06
4.20703	4.98949	4.88121	127465	3.49974e-06
4.20801	4.99425	4.87163	127465	3.49974e-06
4.20898	4.99901	4.86205	127465	3.49974e-06
4.20996	5.00375	4.85247	127465	3.49974e-06
4.21094	5.00848	4.84289	127465	3.49974e-06
4.21191	5.01321	4.83331	127465	3.49975e-06
4.21289	5.01792	4.82373	127465	3.49976e-06
4.21387	5.02263	4.81415	127465	3.49976e-06
4.21484	5.02733	4.80457	127465	3.49978e-06
4.21582	5.03201	4.79498	127465	3.49976e-06
4.2168	5.03669	4.7854	127465	3.49976e-06
4.21777	5.04136	4.77582	127465	3.49978e-06
4.21875	5.04602	4.76624	127465	3.49978e-06
4.21973	5.05067	4.75666	127465	3.49978e-06
4.2207	5.05531	4.74708	127465	3.49979e-06
4.22168	5.05994	4.7375	127465	3.49979e-06
4.22266	5.06456	4.72792	127465	3.49979e-06
4.22363	5.06918	4.71834	127465	3.49979e-06
4.22461	5.07378	4.70876	127465	3.49981e-06
4.22559	5.07837	4.69918	127465	3.49979e-06
4.22656	5.08296	4.6896	127465	3.49981e-06
4.22754	5.08753	4.68002	127465	3.49981e-06
4.22852	5.0921	4.67044	127465	3.49981e-06
4.22949	5.09665	4.66086	127465	3.49984e-06
4.23047	5.1012	4.65128	127465	3.49982e-06
4.23145	5.10574	4.6417	127465	3.49982e-06
4.23242	5.11027	4.63212	127465	3.49984e-06
4.2334	5.11479	4.62254	127465	3.49982e-06
4.23438	5.1193	4.61296	127465	3.49984e-06
4.23535	5.1238	4.60338	127465	3.49984e-06
4.23633	5.12829	4.5938	127465	3.49984e-06
4.2373	5.13277	4.58422	127465	3.49984e-06
4.23828	5.13724	4.57464	127465	3.49985e-06
4.23926	5.1417	4.56506	127465	3.49987e-06
4.24023	5.14616	4.55548	127465	3.49987e-06
4.24121	5.1506	4.5459	127465	3.49987e-06
4.24219	5.15503	4.53632	127465	3.49987e-06
4.24316	5.15946	4.52674	127465	3.49987e-06
4.24414	5.16388	4.51716	127465	3.49987e-06
4.24512	5.16828	4.50758	127465	3.4999e-06
4.24609	5.17268	4.498	127465	3.4999e-06
4.24707	5.17707	4.48842	127465	3.4999e-06
4.24805	5.18145	4.47884	127465	3.4999e-06
4.24902	5.18582	4.46926	127465	3.49988e-06
4.25	5.19018	4.45968	127465	3.4999e-06
4.25098	5.19453	4.4501	127465	3.4999e-06
4.25195	5.19887	4.44052	127465	3.4999e-06
4.25293	5.2032	4.43094	127465	3.4999e-06
4.25391	5.20752	4.42136	127465	3.49992e-06
4.25488	5.21183	4.41178	127465	3.49992e-06
4.25586	5.21614	4.4022	127465	3.49991e-06
4.25684	5.22043	4.39262	127465	3.49991e-06
4.25781	5.22472	4.38304	127465	3.49991e-06
4.25879	5.22899	4.37346	127465	3.49992e-06
4.25977	5.23326	4.36388	127465	3.49992e-06
4.26074	5.23752	4.3543	127465	3.49992e-06
4.26172	5.24176	4.34472	127465	3.49994e-06
4.2627	5.246	4.33514	127465	3.49994e-06
4.26367	5.25023	4.32556	127465	3.49995e-06
4.26465	5.25445	4.31598	127465	3.49994e-06
4.26563	5.25866	4.3064	127465	3.49995e-06
4.2666	5.26286	4.29682	127465	3.49995e-06
4.26758	5.26705	4.28724	127465	3.49995e-06
4.26855	5.27123	4.27766	127465	3.49995e-06
4.26953	5.27541	4.26808	127465	3.49997e-06
4.27051	5.27957	4.2585	127465	3.49997e-06
4.27148	5.28372	4.24892	127465	3.49998e-06
4.27246	5.28787	4.23934	127465	3.49998e-06
4.27344	5.292	4.22976	127465	3.49998e-06
4.27441	5.29613	4.22018	127465	3.49998e-06
4.27539	5.30025	4.2106	127465	3.49998e-06
4.27637	5.30435	4.20102	127465	3.49998e-06
4.27734	5.30845	4.19144	127465	3.5e-06
4.27832	5.31254	4.18186	127465	3.50001e-06
4.2793	5.31662	4.17228	127465	3.50001e-06
4.28027	5.32069	4.1627	127465	3.50001e-06
4.28125	5.32475	4.15312	127465	3.50001e-06
4.28223	5.3288	4.14354	127465	3.50001e-06
4.2832	5.33284	4.13396	127465	3.50001e-06
4.28418	5.33688	4.12438	127465	3.50001e-06
4.28516	5.3409	4.1148	127465	3.50001e-06
4.28613	5.34491	4.10522	127465	3.50001e-06
4.28711	5.34892	4.09564	127465	3.50003e-06
4.28809	5.35291	4.08606	127465	3.50004e-06
4.28906	5.3569	4.07648	127465	3.50003e-06
4.29004	5.36087	4.0669	127465	3.50004e-06
4.29102	5.36484	4.05732	127465	3.50004e-06
4.29199	5.3688	4.04774	127465	3.50004e-06
4.29297	5.37275	4.03816	127465	3.50004e-06
4.29395	5.37668	4.02858	127465	3.50006e-06
4.29492	5.38061	4.019	127465	3.50007e-06
4.2959	5.38453	4.00942	127465	3.50007e-06
4.29688	5.38845	3.99984	127465	3.50007e-06
4.29785	5.39235	3.99026	127465	3.50007e-06
4.29883	5.39624	3.98068	127465	3.50006e-06
4.2998	5.40012	3.9711	127465	3.50007e-06
4.30078	5.40399	3.96152	127465	3.50007e-06
4.30176	5.40786	3.95194	127465	3.50006e-06
4.30273	5.41171	3.94236	127465	3.50007e-06
4.30371	5.41556	3.93278	127465	3.50007e-06
4.30469	5.41939	3.9232	127465	3.50004e-06
4.30566	5.42322	3.91362	127465	3.50006e-06
4.30664	5.42704	3.90404	127465	3.50006e-06
4.30762	5.43085	3.89446	127465	3.50006e-06
4.30859	5.43464	3.88488	127465	3.50004e-06
4.30957	5.43843	3.8753	127465	3.50006e-06
4.31055	5.44221	3.86572	127465	3.50004e-06
4.31152	5.44598	3.85614	127465	3.50006e-06
4.3125	5.44975	3.84656	127465	3.50006e-06
4.31348	5.4535	3.83698	127465	3.50004e-06
4.31445	5.45724	3.8274	127465	3.50006e-06
4.31543	5.46097	3.81782	127465	3.50004e-06
4.31641	5.4647	3.80824	127465	3.50006e-06
4.31738	5.46841	3.79866	127465	3.50006e-06
4.31836	5.47212	3.78908	127465	3.50006e-06
4.31934	5.47581	3.7795	127465	3.50004e-06
4.32031	5.4795	3.76992	127465	3.50007e-06
4.32129	5.48317	3.76034	127465	3.50006e-06
4.32227	5.48684	3.75076	127465	3.50006e-06
4.32324	5.4905	3.74118	127465	3.50006e-06
4.32422	5.49415	3.7316	127465	3.50004e-06
4.3252	5.49779	3.72202	127465	3.50006e-06
4.32617	5.50142	3.71244	127465	3.50004e-06
4.32715	5.50504	3.70286	127465	3.50006e-06
4.32813	5.50865	3.69328	127465	3.50006e-06
4.3291	5.51225	3.6837	127465	3.50004e-06
4.33008	5.51584	3.67412	127465	3.50004e-06
4.33105	5.51943	3.66454	127465	3.50003e-06
4.33203	5.523	3.65496	127465	3.50004e-06
4.33301	5.52657	3.64538	127465	3.50004e-06
4.33398	5.53012	3.6358	127465	3.50004e-06
4.33496	5.53367	3.62622	127465	3.50004e-06
4.33594	5.5372	3.61664	127465	3.50006e-06
4.33691	5.54073	3.60706	127465	3.50004e-06
4.33789	5.54425	3.59748	127465	3.50004e-06
4.33887	5.54776	3.5879	127465	3.50004e-06
4.33984	5.55126	3.57832	127465	3.50004e-06
4.34082	5.55475	3.56873	127465	3.50004e-06
4.3418	5.55823	3.55915	127465	3.50004e-06
4.34277	5.5617	3.54957	127465	3.50004e-06
4.34375	5.56516	3.53999	127465	3.50004e-06
4.34473	5.56861	3.53041	127465	3.50004e-06
4.3457	5.57206	3.52083	127465	3.50006e-06
4.34668	5.57549	3.51125	127465	3.50004e-06
4.34766	5.57891	3.50167	127465	3.50006e-06
4.34863	5.58233	3.49209	127465	3.50004e-06
4.34961	5.58573	3.48251	127465	3.50004e-06
4.35059	5.58913	3.47293	127465	3.50004e-06
4.35156	5.59252	3.46335	127465	3.50006e-06
4.35254	5.59589	3.45377	127465	3.50004e-06
4.35352	5.59926	3.44419	127465	3.50004e-06
4.35449	5.60262	3.43461	127465	3.50004e-06
4.35547	5.60597	3.42503	127465	3.50004e-06
4.35645	5.60931	3.41545	127465	3.50004e-06
4.35742	5.61264	3.40587	127465	3.50003e-06
4.3584	5.61596	3.39629	127465	3.50004e-06
4.35938	5.61927	3.38671	127465	3.50004e-06
4.36035	5.62258	3.37713	127465	3.50004e-06
4.36133	5.62587	3.36755	127465	3.50004e-06
4.3623	5.62915	3.35797	127465	3.50003e-06
4.36328	5.63243	3.34839	127465	3.50004e-06
4.36426	5.63569	3.33881	127465	3.50004e-06
4.36523	5.63895	3.32923	127465	3.50003e-06
4.36621	5.6422	3.31965	127465	3.50004e-06
4.36719	5.64543	3.31007	127465	3.50004e-06
4.36816	5.64866	3.30049	127465	3.50003e-06
4.36914	5.65188	3.29091	127465	3.50004e-06
4.37012	5.65509	3.28133	127465	3.50004e-06
4.37109	5.65829	3.27175	127465	3.50004e-06
4.37207	5.66148	3.26217	127465	3.50004e-06
4.37305	5.66466	3.25259	127465	3.50003e-06
4.37402	5.66783	3.24301	127465	3.50004e-06
4.375	5.67099	3.23343	127465	3.50004e-06
4.37598	5.67415	3.22385	127465	3.50004e-06
4.37695	5.67729	3.21427	127465	3.50004e-06
4.37793	5.68043	3.20469	127465	3.50003e-06
4.37891	5.68355	3.19511	127465	3.50003e-06
4.37988	5.68667	3.18553	127465	3.50003e-06
4.38086	5.68977	3.17595	127465	3.50003e-06
4.38184	5.69287	3.16637	127465	3.50003e-06
4.38281	5.69596	3.15679	127465	3.50003e-06
4.38379	5.69903	3.14721	127465	3.50003e-06
4.38477	5.7021	3.13763	127465	3.50004e-06
4.38574	5.70516	3.12805	127465	3.50004e-06
4.38672	5.70821	3.11847	127465	3.50003e-06
4.3877	5.71125	3.10889	127465	3.50003e-06
4.38867	5.71428	3.09931	127465	3.50003e-06
4.38965	5.71731	3.08973	127465	3.50001e-06
4.39063	5.72032	3.08015	127465	3.50003e-06
4.3916	5.72332	3.07057	127465	3.50003e-06
4.39258	5.72632	3.06099	127465	3.50003e-06
4.39355	5.7293	3.05141	127465	3.50003e-06
4.39453	5.73228	3.04183	127465	3.50004e-06
4.39551	5.73524	3.03225	127465	3.50003e-06
4.39648	5.7382	3.02267	127465	3.50003e-06
