Ball's radius: 1m
Start condition z0: 6m
Start condition v0: 2m/s

Time:	z(t):	v_z(t):	E(t)	Energy error:
3.35645	-2.207	8.85543	127465	4.22369e-05
3.35742	-2.19835	8.86501	127465	4.22369e-05
3.3584	-2.18969	8.87459	127465	4.22369e-05
3.35938	-2.18102	8.88417	127465	4.22369e-05
3.36035	-2.17234	8.89375	127465	4.22369e-05
3.36133	-2.16365	8.90333	127465	4.2237e-05
3.3623	-2.15495	8.91291	127465	4.2237e-05
3.36328	-2.14624	8.92249	127465	4.2237e-05
3.36426	-2.13752	8.93207	127465	4.2237e-05
3.36523	-2.12879	8.94165	127465	4.2237e-05
3.36621	-2.12006	8.95123	127465	4.2237e-05
3.36719	-2.11131	8.96081	127465	4.2237e-05
3.36816	-2.10256	8.97039	127465	4.2237e-05
3.36914	-2.09379	8.97997	127465	4.2237e-05
3.37012	-2.08502	8.98955	127465	4.2237e-05
3.37109	-2.07623	8.99913	127465	4.2237e-05
3.37207	-2.06744	9.00871	127465	4.22371e-05
3.37305	-2.05864	9.01829	127465	4.22371e-05
3.37402	-2.04983	9.02787	127465	4.22371e-05
3.375	-2.041	9.03745	127465	4.22371e-05
3.37598	-2.03217	9.04703	127465	4.22371e-05
3.37695	-2.02333	9.05661	127465	4.22371e-05
3.37793	-2.01449	9.06619	127465	4.22371e-05
3.37891	-2.00563	9.07577	127465	4.22371e-05
3.37988	-1.99676	9.08535	127465	4.22371e-05
3.38086	-1.98788	9.09493	127465	4.22371e-05
3.38184	-1.979	9.10451	127465	4.22372e-05
3.38281	-1.9701	9.11409	127465	4.22372e-05
3.38379	-1.9612	9.12367	127465	4.22372e-05
3.38477	-1.95228	9.13325	127465	4.22372e-05
3.38574	-1.94336	9.14283	127465	4.22372e-05
3.38672	-1.93442	9.15241	127465	4.22372e-05
3.3877	-1.92548	9.16199	127465	4.22372e-05
3.38867	-1.91653	9.17157	127465	4.22372e-05
3.38965	-1.90757	9.18115	127465	4.22372e-05
3.39063	-1.8986	9.19073	127465	4.22372e-05
3.3916	-1.88962	9.20031	127465	4.22373e-05
3.39258	-1.88063	9.20989	127465	4.22373e-05
3.39355	-1.87163	9.21947	127465	4.22373e-05
3.39453	-1.86262	9.22905	127465	4.22373e-05
3.39551	-1.8536	9.23863	127465	4.22373e-05
3.39648	-1.84458	9.24821	127465	4.22373e-05
3.39746	-1.83554	9.25779	127465	4.22373e-05
3.39844	-1.8265	9.26737	127465	4.22373e-05
3.39941	-1.81744	9.27695	127465	4.22373e-05
3.40039	-1.80838	9.28653	127465	4.22373e-05
3.40137	-1.7993	9.29611	127465	4.22373e-05
3.40234	-1.79022	9.30569	127465	4.22374e-05
3.40332	-1.78113	9.31527	127465	4.22374e-05
3.4043	-1.77203	9.32485	127465	4.22374e-05
3.40527	-1.76291	9.33443	127465	4.22374e-05
3.40625	-1.75379	9.34401	127465	4.22374e-05
3.40723	-1.74466	9.35359	127465	4.22374e-05
3.4082	-1.73553	9.36317	127465	4.22374e-05
3.40918	-1.72638	9.37275	127465	4.22374e-05
3.41016	-1.71722	9.38233	127465	4.22374e-05
3.41113	-1.70805	9.39191	127465	4.22374e-05
3.41211	-1.69888	9.40149	127465	4.22374e-05
3.41309	-1.68969	9.41107	127465	4.22375e-05
3.41406	-1.6805	9.42065	127465	4.22375e-05
3.41504	-1.67129	9.43023	127465	4.22375e-05
3.41602	-1.66208	9.43981	127465	4.22375e-05
3.41699	-1.65285	9.44939	127465	4.22375e-05
3.41797	-1.64362	9.45897	127465	4.22375e-05
3.41895	-1.63438	9.46855	127465	4.22375e-05
3.41992	-1.62513	9.47813	127465	4.22375e-05
3.4209	-1.61587	9.48771	127465	4.22375e-05
3.42188	-1.6066	9.49729	127465	4.22375e-05
3.42285	-1.59732	9.50687	127465	4.22376e-05
3.42383	-1.58803	9.51645	127465	4.22376e-05
3.4248	-1.57873	9.52603	127465	4.22376e-05
3.42578	-1.56942	9.53561	127465	4.22376e-05
3.42676	-1.56011	9.54519	127465	4.22376e-05
3.42773	-1.55078	9.55477	127465	4.22376e-05
3.42871	-1.54144	9.56435	127465	4.22376e-05
3.42969	-1.5321	9.57393	127465	4.22376e-05
3.43066	-1.52275	9.58351	127465	4.22376e-05
3.43164	-1.51338	9.59309	127465	4.22377e-05
3.43262	-1.50401	9.60267	127465	4.22377e-05
3.43359	-1.49463	9.61225	127465	4.22377e-05
3.43457	-1.48524	9.62183	127465	4.22377e-05
3.43555	-1.47583	9.63141	127465	4.22377e-05
3.43652	-1.46642	9.64099	127465	4.22377e-05
3.4375	-1.457	9.65057	127465	4.22377e-05
3.43848	-1.44758	9.66015	127465	4.22377e-05
3.43945	-1.43814	9.66973	127465	4.22377e-05
3.44043	-1.42869	9.67931	127465	4.22377e-05
3.44141	-1.41923	9.68889	127465	4.22377e-05
3.44238	-1.40977	9.69847	127465	4.22378e-05
3.44336	-1.40029	9.70805	127465	4.22377e-05
3.44434	-1.3908	9.71763	127465	4.22378e-05
3.44531	-1.38131	9.72721	127465	4.22378e-05
3.44629	-1.37181	9.73679	127465	4.22378e-05
3.44727	-1.36229	9.74637	127465	4.22378e-05
3.44824	-1.35277	9.75595	127465	4.22378e-05
3.44922	-1.34324	9.76553	127465	4.22378e-05
3.4502	-1.3337	9.77511	127465	4.22379e-05
3.45117	-1.32415	9.7847	127465	4.22379e-05
3.45215	-1.31459	9.79428	127465	4.22379e-05
3.45313	-1.30502	9.80386	127465	4.22379e-05
3.4541	-1.29544	9.81344	127465	4.22379e-05
3.45508	-1.28585	9.82302	127465	4.22379e-05
3.45605	-1.27625	9.8326	127465	4.22379e-05
3.45703	-1.26665	9.84218	127465	4.22379e-05
3.45801	-1.25703	9.85176	127465	4.22379e-05
3.45898	-1.2474	9.86134	127465	4.22379e-05
3.45996	-1.23777	9.87092	127465	4.2238e-05
3.46094	-1.22812	9.8805	127465	4.2238e-05
3.46191	-1.21847	9.89008	127465	4.2238e-05
3.46289	-1.20881	9.89966	127465	4.2238e-05
3.46387	-1.19914	9.90924	127465	4.2238e-05
3.46484	-1.18945	9.91882	127465	4.2238e-05
3.46582	-1.17976	9.9284	127465	4.2238e-05
3.4668	-1.17006	9.93798	127465	4.2238e-05
3.46777	-1.16035	9.94756	127465	4.2238e-05
3.46875	-1.15063	9.95714	127465	4.2238e-05
3.46973	-1.14091	9.96672	127465	4.2238e-05
3.4707	-1.13117	9.9763	127465	4.22381e-05
3.47168	-1.12142	9.98588	127465	4.22381e-05
3.47266	-1.11166	9.99546	127465	4.22381e-05
3.47363	-1.1019	10.005	127465	4.22381e-05
3.47461	-1.09212	10.0146	127465	4.22381e-05
3.47559	-1.08234	10.0242	127465	4.22381e-05
3.47656	-1.07254	10.0338	127465	4.22381e-05
3.47754	-1.06274	10.0434	127465	4.22381e-05
3.47852	-1.05293	10.0529	127465	4.22381e-05
3.47949	-1.04311	10.0625	127465	4.22381e-05
3.48047	-1.03327	10.0721	127465	4.22382e-05
3.48145	-1.02343	10.0817	127465	4.22382e-05
3.48242	-1.01358	10.0913	127465	4.22382e-05
3.4834	-1.00372	10.1008	127465	4.22382e-05
3.48438	-0.993856	10.1104	127590	125.075
3.48535	-0.983978	10.12	127786	321.343
3.48633	-0.97409	10.1296	127977	511.918
3.4873	-0.964194	10.1391	128162	696.87
3.48828	-0.954287	10.1487	128341	876.273
3.48926	-0.944372	10.1582	128515	1050.2
3.49023	-0.934447	10.1678	128684	1218.71
3.49121	-0.924513	10.1773	128847	1381.89
3.49219	-0.91457	10.1868	129005	1539.8
3.49316	-0.904617	10.1962	129157	1692.51
3.49414	-0.894655	10.2057	129305	1840.1
3.49512	-0.884684	10.2151	129448	1982.64
3.49609	-0.874704	10.2245	129585	2120.18
3.49707	-0.864714	10.2338	129718	2252.82
3.49805	-0.854716	10.2431	129845	2380.61
3.49902	-0.844708	10.2524	129969	2503.62
3.5	-0.834692	10.2616	130087	2621.93
3.50098	-0.824666	10.2708	130200	2735.61
3.50195	-0.814632	10.2799	130310	2844.72
3.50293	-0.804588	10.289	130414	2949.33
3.50391	-0.794536	10.2981	130514	3049.51
3.50488	-0.784475	10.3071	130610	3145.34
3.50586	-0.774405	10.316	130702	3236.87
3.50684	-0.764326	10.3249	130789	3324.19
3.50781	-0.754239	10.3337	130872	3407.35
3.50879	-0.744143	10.3424	130951	3486.43
3.50977	-0.734039	10.3511	131026	3561.49
3.51074	-0.723926	10.3597	131097	3632.61
3.51172	-0.713805	10.3683	131165	3699.85
3.5127	-0.703676	10.3768	131228	3763.27
3.51367	-0.693538	10.3852	131288	3822.95
3.51465	-0.683392	10.3935	131344	3878.96
3.51563	-0.673238	10.4018	131396	3931.35
3.5166	-0.663076	10.4099	131445	3980.21
3.51758	-0.652906	10.418	131490	4025.59
3.51855	-0.642729	10.426	131532	4067.55
3.51953	-0.632543	10.434	131571	4106.18
3.52051	-0.62235	10.4418	131606	4141.53
3.52148	-0.612149	10.4495	131639	4173.67
3.52246	-0.60194	10.4572	131668	4202.67
3.52344	-0.591725	10.4647	131693	4228.58
3.52441	-0.581502	10.4722	131716	4251.48
3.52539	-0.571271	10.4796	131736	4271.43
3.52637	-0.561034	10.4868	131753	4288.5
3.52734	-0.550789	10.494	131768	4302.75
3.52832	-0.540538	10.5011	131779	4314.24
3.5293	-0.530279	10.508	131788	4323.04
3.53027	-0.520014	10.5149	131794	4329.21
3.53125	-0.509742	10.5216	131798	4332.82
3.53223	-0.499464	10.5283	131799	4333.92
3.5332	-0.489179	10.5348	131797	4332.59
3.53418	-0.478888	10.5412	131794	4328.87
3.53516	-0.468591	10.5475	131788	4322.84
3.53613	-0.458288	10.5537	131779	4314.55
3.53711	-0.447979	10.5597	131769	4304.08
3.53809	-0.437663	10.5657	131756	4291.47
3.53906	-0.427343	10.5715	131742	4276.78
3.54004	-0.417016	10.5772	131725	4260.09
3.54102	-0.406684	10.5828	131706	4241.44
3.54199	-0.396346	10.5883	131686	4220.9
3.54297	-0.386004	10.5936	131663	4198.52
3.54395	-0.375656	10.5988	131639	4174.37
3.54492	-0.365303	10.6039	131613	4148.5
3.5459	-0.354945	10.6088	131586	4120.97
3.54688	-0.344583	10.6137	131557	4091.83
3.54785	-0.334215	10.6184	131526	4061.15
3.54883	-0.323844	10.6229	131494	4028.98
3.5498	-0.313468	10.6273	131460	3995.37
3.55078	-0.303087	10.6316	131425	3960.38
3.55176	-0.292703	10.6358	131389	3924.06
3.55273	-0.282314	10.6398	131351	3886.47
3.55371	-0.271922	10.6437	131313	3847.66
3.55469	-0.261526	10.6474	131273	3807.69
3.55566	-0.251126	10.651	131231	3766.6
3.55664	-0.240723	10.6545	131189	3724.45
3.55762	-0.230317	10.6578	131146	3681.29
3.55859	-0.219907	10.661	131102	3637.18
3.55957	-0.209495	10.664	131057	3592.15
3.56055	-0.199079	10.6669	131011	3546.26
3.56152	-0.188661	10.6697	130964	3499.56
3.5625	-0.17824	10.6723	130917	3452.1
3.56348	-0.167817	10.6747	130869	3403.93
3.56445	-0.157391	10.6771	130820	3355.09
3.56543	-0.146963	10.6792	130771	3305.63
3.56641	-0.136533	10.6812	130720	3255.59
3.56738	-0.126101	10.6831	130670	3205.02
3.56836	-0.115668	10.6849	130619	3153.97
3.56934	-0.105232	10.6864	130567	3102.48
3.57031	-0.0947957	10.6879	130515	3050.59
3.57129	-0.0843577	10.6891	130463	2998.34
3.57227	-0.0739185	10.6903	130411	2945.78
3.57324	-0.0634783	10.6913	130358	2892.95
3.57422	-0.0530372	10.6921	130305	2839.89
3.5752	-0.0425953	10.6928	130252	2786.64
3.57617	-0.0321529	10.6933	130198	2733.23
3.57715	-0.02171	10.6937	130145	2679.71
3.57813	-0.0112668	10.694	130091	2626.12
3.5791	-0.000823384	10.694	130037	2572.48
3.58008	0.00962	10.694	129984	2518.84
3.58105	0.0200632	10.6938	129930	2465.24
3.58203	0.0305062	10.6934	129877	2411.7
3.58301	0.0409487	10.6929	129823	2358.26
3.58398	0.0513907	10.6922	129770	2304.96
3.58496	0.0618319	10.6914	129717	2251.83
3.58594	0.0722723	10.6904	129664	2198.89
3.58691	0.0827117	10.6893	129611	2146.19
3.58789	0.0931499	10.6881	129559	2093.75
3.58887	0.103587	10.6867	129506	2041.59
3.58984	0.114022	10.6851	129455	1989.76
3.59082	0.124456	10.6834	129403	1938.27
3.5918	0.134888	10.6816	129352	1887.15
3.59277	0.145318	10.6796	129301	1836.44
3.59375	0.155747	10.6774	129251	1786.15
3.59473	0.166173	10.6751	129201	1736.32
3.5957	0.176596	10.6727	129152	1686.95
3.59668	0.187018	10.6701	129103	1638.09
3.59766	0.197436	10.6674	129055	1589.75
3.59863	0.207852	10.6645	129007	1541.95
3.59961	0.218265	10.6615	128960	1494.71
3.60059	0.228676	10.6583	128913	1448.06
3.60156	0.239082	10.655	128867	1402.01
3.60254	0.249486	10.6516	128821	1356.58
3.60352	0.259886	10.648	128777	1311.79
3.60449	0.270283	10.6443	128733	1267.66
3.60547	0.280676	10.6404	128689	1224.2
3.60645	0.291065	10.6364	128646	1181.42
3.60742	0.30145	10.6323	128604	1139.35
3.6084	0.311831	10.628	128563	1098
3.60938	0.322208	10.6236	128522	1057.37
3.61035	0.33258	10.6191	128482	1017.49
3.61133	0.342948	10.6144	128443	978.354
3.6123	0.353311	10.6096	128405	939.985
3.61328	0.36367	10.6047	128367	902.39
3.61426	0.374024	10.5996	128330	865.577
3.61523	0.384372	10.5944	128294	829.554
3.61621	0.394716	10.5891	128259	794.33
3.61719	0.405054	10.5837	128225	759.911
3.61816	0.415387	10.5781	128191	726.303
3.61914	0.425715	10.5724	128158	693.512
3.62012	0.436036	10.5666	128126	661.541
3.62109	0.446352	10.5607	128095	630.394
3.62207	0.456663	10.5546	128065	600.075
3.62305	0.466967	10.5485	128035	570.585
3.62402	0.477265	10.5422	128007	541.927
3.625	0.487557	10.5358	127979	514.1
3.62598	0.497843	10.5293	127952	487.105
3.62695	0.508122	10.5227	127926	460.942
3.62793	0.518395	10.5159	127900	435.608
3.62891	0.528661	10.5091	127876	411.101
3.62988	0.53892	10.5022	127852	387.419
3.63086	0.549173	10.4951	127829	364.559
3.63184	0.559419	10.488	127807	342.514
3.63281	0.569657	10.4807	127786	321.282
3.63379	0.579889	10.4734	127766	300.855
3.63477	0.590113	10.4659	127746	281.228
3.63574	0.60033	10.4584	127727	262.393
3.63672	0.61054	10.4507	127709	244.343
3.6377	0.620742	10.443	127692	227.069
3.63867	0.630936	10.4352	127675	210.562
3.63965	0.641123	10.4273	127660	194.812
3.64063	0.651302	10.4193	127645	179.81
3.6416	0.661473	10.4112	127630	165.543
3.64258	0.671636	10.4031	127617	152.001
3.64355	0.681792	10.3948	127604	139.17
3.64453	0.691939	10.3865	127592	127.038
3.64551	0.702078	10.3781	127580	115.592
3.64648	0.712208	10.3696	127570	104.816
3.64746	0.722331	10.3611	127560	94.6973
3.64844	0.732445	10.3525	127550	85.2192
3.64941	0.742551	10.3438	127541	76.366
3.65039	0.752648	10.3351	127533	68.121
3.65137	0.762736	10.3263	127525	60.4673
3.65234	0.772816	10.3174	127518	53.3869
3.65332	0.782887	10.3085	127512	46.8617
3.6543	0.79295	10.2995	127506	40.8727
3.65527	0.803004	10.2905	127500	35.4006
3.65625	0.813048	10.2814	127495	30.4254
3.65723	0.823084	10.2723	127491	25.9266
3.6582	0.833111	10.2631	127487	21.8831
3.65918	0.843129	10.2538	127483	18.2735
3.66016	0.853138	10.2446	127480	15.0756
3.66113	0.863138	10.2353	127477	12.2668
3.66211	0.873129	10.2259	127475	9.82418
3.66309	0.883111	10.2166	127473	7.72401
3.66406	0.893083	10.2072	127471	5.94227
3.66504	0.903047	10.1977	127469	4.45438
3.66602	0.913001	10.1883	127468	3.23531
3.66699	0.922946	10.1788	127467	2.25955
3.66797	0.932881	10.1693	127466	1.50111
3.66895	0.942807	10.1597	127466	0.933566
3.66992	0.952724	10.1502	127465	0.530023
3.6709	0.962632	10.1406	127465	0.26314
3.67188	0.97253	10.1311	127465	0.105137
3.67285	0.982419	10.1215	127465	0.0277956
3.67383	0.992299	10.1119	127465	0.0024671
3.6748	1.00217	10.1023	127465	3.50007e-06
3.67578	1.01203	10.0928	127465	3.50007e-06
3.67676	1.02188	10.0832	127465	3.50007e-06
3.67773	1.03172	10.0736	127465	3.50006e-06
3.67871	1.04156	10.064	127465	3.50004e-06
3.67969	1.05138	10.0544	127465	3.50003e-06
3.68066	1.06119	10.0449	127465	3.50001e-06
3.68164	1.071	10.0353	127465	3.50001e-06
3.68262	1.08079	10.0257	127465	3.50001e-06
3.68359	1.09058	10.0161	127465	3.5e-06
3.68457	1.10036	10.0065	127465	3.49998e-06
3.68555	1.11012	9.99697	127465	3.49995e-06
3.68652	1.11988	9.98739	127465	3.49998e-06
3.6875	1.12963	9.97781	127465	3.49995e-06
3.68848	1.13937	9.96823	127465	3.49995e-06
3.68945	1.1491	9.95865	127465	3.49994e-06
3.69043	1.15882	9.94907	127465	3.49992e-06
3.69141	1.16853	9.93949	127465	3.4999e-06
3.69238	1.17823	9.92991	127465	3.4999e-06
3.69336	1.18793	9.92033	127465	3.49988e-06
3.69434	1.19761	9.91075	127465	3.49987e-06
3.69531	1.20728	9.90117	127465	3.49987e-06
3.69629	1.21695	9.89159	127465	3.49985e-06
3.69727	1.2266	9.88201	127465	3.49985e-06
3.69824	1.23625	9.87243	127465	3.49985e-06
3.69922	1.24588	9.86285	127465	3.49982e-06
3.7002	1.25551	9.85327	127465	3.49982e-06
3.70117	1.26513	9.84369	127465	3.49981e-06
3.70215	1.27474	9.83411	127465	3.49981e-06
3.70313	1.28434	9.82453	127465	3.49978e-06
3.7041	1.29393	9.81495	127465	3.49978e-06
3.70508	1.30351	9.80537	127465	3.49975e-06
3.70605	1.31308	9.79579	127465	3.49975e-06
3.70703	1.32264	9.78621	127465	3.49972e-06
3.70801	1.33219	9.77663	127465	3.49972e-06
3.70898	1.34173	9.76705	127465	3.49974e-06
3.70996	1.35127	9.75747	127465	3.49972e-06
3.71094	1.36079	9.74789	127465	3.49971e-06
3.71191	1.37031	9.73831	127465	3.49969e-06
3.71289	1.37981	9.72873	127465	3.49968e-06
3.71387	1.38931	9.71915	127465	3.49968e-06
3.71484	1.39879	9.70957	127465	3.49966e-06
3.71582	1.40827	9.69998	127465	3.49965e-06
3.7168	1.41774	9.6904	127465	3.49963e-06
3.71777	1.4272	9.68082	127465	3.49962e-06
3.71875	1.43665	9.67124	127465	3.49962e-06
3.71973	1.44609	9.66166	127465	3.49963e-06
3.7207	1.45552	9.65208	127465	3.4996e-06
3.72168	1.46494	9.6425	127465	3.4996e-06
3.72266	1.47435	9.63292	127465	3.49958e-06
3.72363	1.48375	9.62334	127465	3.49958e-06
3.72461	1.49315	9.61376	127465	3.49958e-06
3.72559	1.50253	9.60418	127465	3.49955e-06
3.72656	1.5119	9.5946	127465	3.49955e-06
3.72754	1.52127	9.58502	127465	3.49952e-06
3.72852	1.53063	9.57544	127465	3.49952e-06
3.72949	1.53997	9.56586	127465	3.4995e-06
3.73047	1.54931	9.55628	127465	3.4995e-06
3.73145	1.55864	9.5467	127465	3.4995e-06
3.73242	1.56795	9.53712	127465	3.49949e-06
3.7334	1.57726	9.52754	127465	3.49949e-06
3.73438	1.58656	9.51796	127465	3.49946e-06
3.73535	1.59585	9.50838	127465	3.49946e-06
3.73633	1.60513	9.4988	127465	3.49943e-06
3.7373	1.61441	9.48922	127465	3.49943e-06
3.73828	1.62367	9.47964	127465	3.49942e-06
3.73926	1.63292	9.47006	127465	3.4994e-06
3.74023	1.64216	9.46048	127465	3.49939e-06
3.74121	1.6514	9.4509	127465	3.4994e-06
3.74219	1.66062	9.44132	127465	3.49939e-06
3.74316	1.66984	9.43174	127465	3.49937e-06
3.74414	1.67904	9.42216	127465	3.49936e-06
3.74512	1.68824	9.41258	127465	3.49934e-06
3.74609	1.69743	9.403	127465	3.49934e-06
3.74707	1.70661	9.39342	127465	3.49934e-06
3.74805	1.71577	9.38384	127465	3.49931e-06
3.74902	1.72493	9.37426	127465	3.49931e-06
3.75	1.73408	9.36468	127465	3.4993e-06
3.75098	1.74322	9.3551	127465	3.49928e-06
3.75195	1.75236	9.34552	127465	3.49927e-06
3.75293	1.76148	9.33594	127465	3.49928e-06
3.75391	1.77059	9.32636	127465	3.49926e-06
3.75488	1.77969	9.31678	127465	3.49926e-06
3.75586	1.78879	9.3072	127465	3.49926e-06
3.75684	1.79787	9.29762	127465	3.49924e-06
3.75781	1.80695	9.28804	127465	3.49923e-06
3.75879	1.81601	9.27846	127465	3.49923e-06
3.75977	1.82507	9.26888	127465	3.4992e-06
3.76074	1.83412	9.2593	127465	3.4992e-06
3.76172	1.84315	9.24972	127465	3.49918e-06
3.7627	1.85218	9.24014	127465	3.49917e-06
3.76367	1.8612	9.23056	127465	3.49917e-06
3.76465	1.87021	9.22098	127465	3.49915e-06
3.76563	1.87921	9.2114	127465	3.49915e-06
3.7666	1.8882	9.20182	127465	3.49914e-06
3.76758	1.89718	9.19224	127465	3.49912e-06
3.76855	1.90615	9.18266	127465	3.49911e-06
3.76953	1.91512	9.17308	127465	3.49911e-06
3.77051	1.92407	9.1635	127465	3.4991e-06
3.77148	1.93301	9.15392	127465	3.49908e-06
3.77246	1.94195	9.14434	127465	3.49908e-06
3.77344	1.95087	9.13476	127465	3.49907e-06
3.77441	1.95979	9.12518	127465	3.49908e-06
3.77539	1.9687	9.1156	127465	3.49905e-06
3.77637	1.97759	9.10602	127465	3.49905e-06
3.77734	1.98648	9.09644	127465	3.49904e-06
3.77832	1.99536	9.08686	127465	3.49902e-06
3.7793	2.00423	9.07728	127465	3.49902e-06
3.78027	2.01309	9.0677	127465	3.49899e-06
3.78125	2.02194	9.05812	127465	3.49899e-06
3.78223	2.03078	9.04854	127465	3.49899e-06
3.7832	2.03961	9.03896	127465	3.49896e-06
3.78418	2.04844	9.02938	127465	3.49896e-06
3.78516	2.05725	9.0198	127465	3.49896e-06
3.78613	2.06605	9.01022	127465	3.49896e-06
3.78711	2.07485	9.00064	127465	3.49895e-06
3.78809	2.08363	8.99106	127465	3.49894e-06
3.78906	2.09241	8.98148	127465	3.49894e-06
3.79004	2.10117	8.9719	127465	3.49891e-06
3.79102	2.10993	8.96232	127465	3.49891e-06
3.79199	2.11868	8.95274	127465	3.49889e-06
3.79297	2.12742	8.94316	127465	3.49888e-06
3.79395	2.13615	8.93358	127465	3.49888e-06
3.79492	2.14486	8.924	127465	3.49886e-06
3.7959	2.15358	8.91442	127465	3.49885e-06
3.79688	2.16228	8.90484	127465	3.49885e-06
3.79785	2.17097	8.89526	127465	3.49885e-06
3.79883	2.17965	8.88568	127465	3.49882e-06
3.7998	2.18832	8.8761	127465	3.49882e-06
3.80078	2.19699	8.86652	127465	3.49882e-06
3.80176	2.20564	8.85694	127465	3.49879e-06
3.80273	2.21428	8.84736	127465	3.49879e-06
3.80371	2.22292	8.83778	127465	3.49876e-06
3.80469	2.23155	8.8282	127465	3.49876e-06
3.80566	2.24016	8.81862	127465	3.49875e-06
3.80664	2.24877	8.80904	127465	3.49873e-06
3.80762	2.25737	8.79946	127465	3.49876e-06
3.80859	2.26596	8.78988	127465	3.49873e-06
3.80957	2.27453	8.7803	127465	3.49873e-06
3.81055	2.2831	8.77072	127465	3.49873e-06
3.81152	2.29167	8.76114	127465	3.4987e-06
3.8125	2.30022	8.75156	127465	3.4987e-06
3.81348	2.30876	8.74198	127465	3.49867e-06
3.81445	2.31729	8.7324	127465	3.49867e-06
3.81543	2.32581	8.72282	127465	3.49866e-06
3.81641	2.33433	8.71324	127465	3.49866e-06
3.81738	2.34283	8.70366	127465	3.49864e-06
3.81836	2.35133	8.69408	127465	3.49864e-06
3.81934	2.35981	8.6845	127465	3.49864e-06
3.82031	2.36829	8.67492	127465	3.49863e-06
3.82129	2.37676	8.66534	127465	3.49862e-06
3.82227	2.38521	8.65576	127465	3.4986e-06
3.82324	2.39366	8.64618	127465	3.49859e-06
3.82422	2.4021	8.6366	127465	3.49859e-06
3.8252	2.41053	8.62702	127465	3.49859e-06
3.82617	2.41895	8.61744	127465	3.49856e-06
3.82715	2.42736	8.60786	127465	3.49856e-06
3.82813	2.43576	8.59828	127465	3.49853e-06
3.8291	2.44415	8.5887	127465	3.49853e-06
3.83008	2.45254	8.57912	127465	3.49853e-06
3.83105	2.46091	8.56954	127465	3.49853e-06
3.83203	2.46927	8.55996	127465	3.49851e-06
3.83301	2.47763	8.55038	127465	3.4985e-06
3.83398	2.48597	8.5408	127465	3.4985e-06
3.83496	2.49431	8.53122	127465	3.4985e-06
3.83594	2.50264	8.52164	127465	3.49848e-06
3.83691	2.51095	8.51206	127465	3.49847e-06
3.83789	2.51926	8.50248	127465	3.49846e-06
3.83887	2.52756	8.4929	127465	3.49844e-06
3.83984	2.53585	8.48332	127465	3.49844e-06
3.84082	2.54413	8.47373	127465	3.49844e-06
3.8418	2.5524	8.46415	127465	3.49844e-06
3.84277	2.56066	8.45457	127465	3.49843e-06
3.84375	2.56891	8.44499	127465	3.49841e-06
3.84473	2.57715	8.43541	127465	3.49841e-06
3.8457	2.58539	8.42583	127465	3.4984e-06
3.84668	2.59361	8.41625	127465	3.49838e-06
3.84766	2.60183	8.40667	127465	3.49838e-06
3.84863	2.61003	8.39709	127465	3.49838e-06
3.84961	2.61823	8.38751	127465	3.49835e-06
3.85059	2.62641	8.37793	127465	3.49835e-06
3.85156	2.63459	8.36835	127465	3.49835e-06
3.85254	2.64276	8.35877	127465	3.49835e-06
3.85352	2.65092	8.34919	127465	3.49832e-06
3.85449	2.65906	8.33961	127465	3.49832e-06
3.85547	2.6672	8.33003	127465	3.49832e-06
3.85645	2.67533	8.32045	127465	3.49829e-06
3.85742	2.68345	8.31087	127465	3.49829e-06
3.8584	2.69157	8.30129	127465	3.49828e-06
3.85938	2.69967	8.29171	127465	3.49827e-06
3.86035	2.70776	8.28213	127465	3.49825e-06
3.86133	2.71584	8.27255	127465	3.49824e-06
3.8623	2.72392	8.26297	127465	3.49825e-06
3.86328	2.73198	8.25339	127465	3.49824e-06
3.86426	2.74004	8.24381	127465	3.49824e-06
3.86523	2.74808	8.23423	127465	3.49822e-06
3.86621	2.75612	8.22465	127465	3.49822e-06
3.86719	2.76415	8.21507	127465	3.49821e-06
3.86816	2.77217	8.20549	127465	3.49819e-06
3.86914	2.78017	8.19591	127465	3.49819e-06
3.87012	2.78817	8.18633	127465	3.49818e-06
3.87109	2.79616	8.17675	127465	3.49816e-06
3.87207	2.80414	8.16717	127465	3.49815e-06
3.87305	2.81211	8.15759	127465	3.49815e-06
3.87402	2.82008	8.14801	127465	3.49816e-06
3.875	2.82803	8.13843	127465	3.49815e-06
3.87598	2.83597	8.12885	127465	3.49813e-06
3.87695	2.84391	8.11927	127465	3.49812e-06
3.87793	2.85183	8.10969	127465	3.49812e-06
3.87891	2.85974	8.10011	127465	3.49809e-06
3.87988	2.86765	8.09053	127465	3.49809e-06
3.88086	2.87555	8.08095	127465	3.49809e-06
3.88184	2.88343	8.07137	127465	3.49809e-06
3.88281	2.89131	8.06179	127465	3.49806e-06
3.88379	2.89918	8.05221	127465	3.49806e-06
3.88477	2.90704	8.04263	127465	3.49806e-06
3.88574	2.91489	8.03305	127465	3.49805e-06
3.88672	2.92273	8.02347	127465	3.49803e-06
3.8877	2.93056	8.01389	127465	3.49803e-06
3.88867	2.93838	8.00431	127465	3.49803e-06
3.88965	2.94619	7.99473	127465	3.49805e-06
3.89063	2.95399	7.98515	127465	3.49803e-06
3.8916	2.96179	7.97557	127465	3.49803e-06
3.89258	2.96957	7.96599	127465	3.49803e-06
3.89355	2.97735	7.95641	127465	3.49806e-06
3.89453	2.98511	7.94683	127465	3.49806e-06
